acta_id,departamento,provincia,municipio,recinto,mesa,candidato_1,candidato_2,candidato_3,candidato_4,votos_nulos,votos_blancos,total_votos,ciudadanos_habilitados,observacion
ACTA-3130102263009,Cochabamba,Mizque,Mizque,Unidad Educativa Chaqui Mayu,3130102263009,1,48,2,290,44,24,409,502,
ACTA-3130102263010,Cochabamba,Mizque,Mizque,Unidad Educativa Chaqui Mayu,3130102263010,17,123,75,321,37,128,701,880,
ACTA-3130102263011,Cochabamba,Mizque,Mizque,Unidad Educativa Chaqui Mayu,3130102263011,7,0,18,276,18,45,364,370,
ACTA-3130102263012,Cochabamba,Mizque,Mizque,Unidad Educativa Chaqui Mayu,3130102263012,8,38,12,185,16,16,275,282,
ACTA-3130102263013,Cochabamba,Mizque,Mizque,Unidad Educativa Chaqui Mayu,3130102263013,3,6,2,121,18,9,159,192,
ACTA-3130302276001,Cochabamba,Mizque,Alalay,Unidad Educativa Rosendo Peoa,3130302276001,20,195,30,281,37,8,571,619,
ACTA-3140102277001,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277001,6,77,4,73,5,25,190,226,
ACTA-3140102277002,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277002,23,366,12,301,28,35,765,907,
ACTA-3140102277003,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277003,17,20,111,373,32,65,618,642,
ACTA-3140102277004,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277004,8,105,52,71,16,47,299,318,
ACTA-3140102277005,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277005,10,264,143,279,42,106,844,878,
ACTA-3140102277006,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277006,0,6,83,674,54,94,911,937,
ACTA-3140102277007,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277007,4,33,31,90,0,25,183,217,
ACTA-3140102277008,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277008,17,171,35,186,33,8,450,492,
ACTA-3140102277009,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277009,6,7,19,150,13,31,226,250,
ACTA-3140102277010,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277010,1,50,47,126,3,51,278,338,
ACTA-3140102277011,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277011,28,146,23,519,36,57,809,976,
ACTA-3140102277012,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277012,1,35,9,28,3,5,81,101,
ACTA-3140102277013,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277013,15,161,17,216,50,24,483,607,
ACTA-3140102277014,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277014,6,6,73,225,11,29,350,441,
ACTA-3140102277015,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277015,11,255,91,274,49,89,769,824,
ACTA-3140102277016,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277016,32,289,198,291,0,1,811,898,
ACTA-3140102277017,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277017,10,195,117,160,3,68,553,563,
ACTA-3140102277018,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277018,1,28,9,26,1,7,72,79,
ACTA-3140102277019,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277019,7,43,10,382,11,24,477,578,
ACTA-3140102277020,Cochabamba,Punata,Punata,Sede Sindical Yajo Pampa,3140102277020,3,15,9,75,4,7,113,140,
ACTA-3140202297001,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297001,6,165,121,268,67,14,641,715,
ACTA-3140202297002,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297002,2,10,16,212,30,49,319,407,
ACTA-3140202297003,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297003,27,185,34,407,11,85,749,854,
ACTA-3140202297004,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297004,19,175,118,398,24,16,750,750,
ACTA-3140202297005,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297005,4,164,122,254,32,37,613,758,
ACTA-3140202297006,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297006,14,332,124,328,55,110,963,976,
ACTA-3140202297007,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297007,19,329,4,387,3,111,853,926,
ACTA-3140202297008,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297008,14,132,95,411,4,1,657,708,
ACTA-3140202297009,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297009,3,160,69,80,14,14,340,400,
ACTA-3140202297010,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297010,5,48,6,72,11,9,151,185,
ACTA-3140202297011,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297011,5,137,10,236,39,91,518,598,
ACTA-3140202297012,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297012,20,336,147,160,77,125,865,959,
ACTA-3140202297013,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297013,0,8,4,9,2,2,25,31,
ACTA-3140202297014,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297014,7,22,9,208,28,46,320,365,
ACTA-3140202297015,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297015,10,153,3,194,8,74,442,503,
ACTA-3140202297016,Cochabamba,Punata,Villa Rivero,Unidad Educativa Panama,3140202297016,28,356,37,269,16,44,750,790,
ACTA-3140202313001,Cochabamba,Punata,Villa Rivero,Instituto Tecnologico El Paso,3140202313001,3,95,72,164,25,16,375,390,
ACTA-3140202313002,Cochabamba,Punata,Villa Rivero,Instituto Tecnologico El Paso,3140202313002,9,146,15,152,21,19,362,391,
ACTA-3140202313003,Cochabamba,Punata,Villa Rivero,Instituto Tecnologico El Paso,3140202313003,14,86,82,170,40,37,429,470,
ACTA-3140202313004,Cochabamba,Punata,Villa Rivero,Instituto Tecnologico El Paso,3140202313004,0,8,8,18,1,0,35,38,
ACTA-3140202313005,Cochabamba,Punata,Villa Rivero,Instituto Tecnologico El Paso,3140202313005,7,87,12,72,1,6,185,186,
ACTA-3140202313006,Cochabamba,Punata,Villa Rivero,Instituto Tecnologico El Paso,3140202313006,10,107,77,247,18,15,474,504,
ACTA-3140202313007,Cochabamba,Punata,Villa Rivero,Instituto Tecnologico El Paso,3140202313007,0,2,17,62,8,7,96,98,
ACTA-3140202320001,Cochabamba,Punata,Villa Rivero,Unidad Educativa Estados Unidos,3140202320001,0,52,64,268,15,51,450,530,
ACTA-3140202320002,Cochabamba,Punata,Villa Rivero,Unidad Educativa Estados Unidos,3140202320002,41,54,96,692,7,68,958,965,
ACTA-3140202320003,Cochabamba,Punata,Villa Rivero,Unidad Educativa Estados Unidos,3140202320003,29,22,107,426,51,31,666,692,
ACTA-3140202320004,Cochabamba,Punata,Villa Rivero,Unidad Educativa Estados Unidos,3140202320004,5,8,18,674,88,97,890,918,
ACTA-3140202320005,Cochabamba,Punata,Villa Rivero,Unidad Educativa Estados Unidos,3140202320005,6,152,72,258,35,38,561,694,
ACTA-3140202320006,Cochabamba,Punata,Villa Rivero,Unidad Educativa Estados Unidos,3140202320006,22,150,99,307,24,30,632,741,
ACTA-3140202320007,Cochabamba,Punata,Villa Rivero,Unidad Educativa Estados Unidos,3140202320007,3,164,22,155,49,36,429,496,
ACTA-3140202320008,Cochabamba,Punata,Villa Rivero,Unidad Educativa Estados Unidos,3140202320008,2,68,28,30,1,15,144,145,
ACTA-3140202320009,Cochabamba,Punata,Villa Rivero,Unidad Educativa Estados Unidos,3140202320009,8,98,5,134,7,10,262,304,
ACTA-3140202320010,Cochabamba,Punata,Villa Rivero,Unidad Educativa Estados Unidos,3140202320010,14,394,160,194,52,61,875,996,
ACTA-3140202320011,Cochabamba,Punata,Villa Rivero,Unidad Educativa Estados Unidos,3140202320011,25,56,101,336,57,46,621,734,
ACTA-3140202320012,Cochabamba,Punata,Villa Rivero,Unidad Educativa Estados Unidos,3140202320012,25,122,23,569,79,124,942,942,
ACTA-3140202320013,Cochabamba,Punata,Villa Rivero,Unidad Educativa Estados Unidos,3140202320013,8,121,44,51,15,48,287,350,
ACTA-3140202333001,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333001,1,23,5,65,14,14,122,151,
ACTA-3140202333002,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333002,1,2,7,56,4,12,82,83,
ACTA-3140202333003,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333003,22,157,81,280,21,14,575,715,
ACTA-3140202333004,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333004,1,46,40,113,0,38,238,290,
ACTA-3140202333005,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333005,6,133,37,96,8,24,304,331,
ACTA-3140202333006,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333006,9,280,100,143,64,53,649,705,
ACTA-3140202333007,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333007,4,59,13,108,8,40,232,253,
ACTA-3140202333008,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333008,1,4,5,64,4,2,80,94,
ACTA-3140202333009,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333009,2,36,10,20,9,5,82,100,
ACTA-3140202333010,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333010,6,10,43,162,0,8,229,233,
ACTA-3140202333011,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333011,1,2,1,26,2,5,37,43,
ACTA-3140202333012,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333012,7,31,7,190,29,34,298,350,
ACTA-3140202333013,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333013,21,66,79,408,63,117,754,831,
ACTA-3140202333014,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333014,2,88,37,269,45,2,443,506,
ACTA-3140202333015,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333015,0,85,56,229,10,6,386,416,
ACTA-3140202333016,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333016,8,241,34,311,8,56,658,713,
ACTA-3140202333017,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333017,19,257,90,176,68,128,738,847,
ACTA-3140202333018,Cochabamba,Punata,Villa Rivero,U.E. Simon I. Patioo,3140202333018,5,97,62,90,27,52,333,359,
ACTA-3140302351001,Cochabamba,Punata,San Benito,Escuela Seccional Waripucara,3140302351001,4,136,10,356,38,34,578,640,
ACTA-3140302351002,Cochabamba,Punata,San Benito,Escuela Seccional Waripucara,3140302351002,0,37,21,467,28,78,631,672,
ACTA-3140302351003,Cochabamba,Punata,San Benito,Escuela Seccional Waripucara,3140302351003,30,371,84,259,20,25,789,856,
ACTA-3140302351004,Cochabamba,Punata,San Benito,Escuela Seccional Waripucara,3140302351004,12,163,20,142,22,59,418,426,
ACTA-3140302351005,Cochabamba,Punata,San Benito,Escuela Seccional Waripucara,3140302351005,25,3,0,627,48,5,708,846,
ACTA-3140302351006,Cochabamba,Punata,San Benito,Escuela Seccional Waripucara,3140302351006,2,24,11,25,7,12,81,102,
ACTA-3140302351007,Cochabamba,Punata,San Benito,Escuela Seccional Waripucara,3140302351007,1,18,0,34,3,4,60,67,
ACTA-3140302351008,Cochabamba,Punata,San Benito,Escuela Seccional Waripucara,3140302351008,0,9,4,22,0,4,39,39,
ACTA-3140302351009,Cochabamba,Punata,San Benito,Escuela Seccional Waripucara,3140302351009,13,278,98,174,31,45,639,700,
ACTA-3140302351010,Cochabamba,Punata,San Benito,Escuela Seccional Waripucara,3140302351010,12,94,57,139,34,4,340,350,
ACTA-3140302351011,Cochabamba,Punata,San Benito,Escuela Seccional Waripucara,3140302351011,11,228,102,303,52,89,785,852,
ACTA-3140302351012,Cochabamba,Punata,San Benito,Escuela Seccional Waripucara,3140302351012,5,161,17,168,1,64,416,519,
ACTA-3140402363001,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363001,27,40,139,442,13,129,790,928,
ACTA-3140402363002,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363002,10,20,61,190,9,72,362,460,
ACTA-3140402363003,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363003,1,41,1,65,0,23,131,152,
ACTA-3140402363004,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363004,27,80,122,593,2,53,877,897,
ACTA-3140402363005,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363005,5,187,87,120,8,1,408,471,
ACTA-3140402363006,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363006,13,228,80,257,34,113,725,754,
ACTA-3140402363007,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363007,3,22,16,282,27,8,358,379,
ACTA-3140402363008,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363008,0,17,5,14,0,4,40,46,
ACTA-3140402363009,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363009,2,67,30,104,23,19,245,248,
ACTA-3140402363010,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363010,12,52,18,248,3,42,375,404,
ACTA-3140402363011,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363011,0,46,9,65,0,20,140,173,
ACTA-3140402363012,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363012,4,125,50,238,43,92,552,679,
ACTA-3140402363013,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363013,13,138,70,119,1,65,406,436,Papeletas no autorizadas: Cómputo de votos realizados en papeletas que no cuentan con las medidas de seguridad o el diseño oficial del OEP.
ACTA-3140402363014,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363014,21,198,69,366,50,101,805,878,
ACTA-3140402363015,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363015,13,245,64,469,96,56,943,994,
ACTA-3140402363016,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363016,3,2,1,93,7,9,115,135,
ACTA-3140402363017,Cochabamba,Punata,Tacachi,U.E. Prof. Jaime Alfonso Escalante Gutierrez,3140402363017,1,5,3,32,2,2,45,51,
ACTA-3140502380001,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380001,15,79,20,257,54,80,505,555,
ACTA-3140502380002,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380002,0,139,30,569,64,19,821,872,
ACTA-3140502380003,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380003,39,228,84,482,35,78,946,971,
ACTA-3140502380004,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380004,8,111,31,91,26,4,271,310,
ACTA-3140502380005,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380005,1,11,19,56,8,19,114,128,
ACTA-3140502380006,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380006,8,79,34,55,15,36,227,244,
ACTA-3140502380007,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380007,3,16,27,192,1,12,251,312,
ACTA-3140502380008,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380008,12,136,51,144,33,0,376,463,
ACTA-3140502380009,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380009,7,20,0,127,17,24,195,234,
ACTA-3140502380010,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380010,0,1,1,11,1,2,16,17,
ACTA-3140502380011,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380011,2,64,21,184,17,24,312,339,
ACTA-3140502380012,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380012,20,20,97,316,3,82,538,606,
ACTA-3140502380013,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380013,3,25,11,39,9,4,91,98,
ACTA-3140502380014,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380014,12,25,66,321,26,52,502,559,
ACTA-3140502380015,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380015,0,7,1,9,1,2,20,20,
ACTA-3140502380016,Cochabamba,Punata,Cuchumuela,U.E. San Francisco Javier,3140502380016,12,83,29,186,3,55,368,404,
ACTA-3140502396001,Cochabamba,Punata,Cuchumuela,Escuela Dr. Demetrio Canelas,3140502396001,12,114,41,456,62,5,690,776,
ACTA-3140502396002,Cochabamba,Punata,Cuchumuela,Escuela Dr. Demetrio Canelas,3140502396002,23,20,84,378,24,49,578,706,
ACTA-3140502396003,Cochabamba,Punata,Cuchumuela,Escuela Dr. Demetrio Canelas,3140502396003,23,263,94,363,34,109,886,938,
ACTA-3140502396004,Cochabamba,Punata,Cuchumuela,Escuela Dr. Demetrio Canelas,3140502396004,0,0,0,19,1,0,20,21,
ACTA-3140502396005,Cochabamba,Punata,Cuchumuela,Escuela Dr. Demetrio Canelas,3140502396005,4,125,96,325,72,111,733,855,
ACTA-3140502396006,Cochabamba,Punata,Cuchumuela,Escuela Dr. Demetrio Canelas,3140502396006,22,200,74,176,23,63,558,664,
ACTA-3140502396007,Cochabamba,Punata,Cuchumuela,Escuela Dr. Demetrio Canelas,3140502396007,1,10,44,213,12,15,295,346,
ACTA-3140502396008,Cochabamba,Punata,Cuchumuela,Escuela Dr. Demetrio Canelas,3140502396008,0,24,1,53,2,1,81,86,
ACTA-3150102404001,Cochabamba,Bol�var,Bol�var,U.E. San Francisco Javier,3150102404001,9,211,43,206,14,101,584,698,
ACTA-3160102405001,Cochabamba,Tiraque,Tiraque,Escuela Chuou Chuoini,3160102405001,2,58,47,111,2,52,272,339,
ACTA-3160102405002,Cochabamba,Tiraque,Tiraque,Escuela Chuou Chuoini,3160102405002,10,47,98,522,21,0,698,720,
ACTA-3160102405003,Cochabamba,Tiraque,Tiraque,Escuela Chuou Chuoini,3160102405003,7,151,7,116,15,54,350,372,
ACTA-3160102405004,Cochabamba,Tiraque,Tiraque,Escuela Chuou Chuoini,3160102405004,0,84,16,244,16,2,362,383,
ACTA-3160102405005,Cochabamba,Tiraque,Tiraque,Escuela Chuou Chuoini,3160102405005,8,49,3,124,21,18,223,248,
ACTA-3160102405006,Cochabamba,Tiraque,Tiraque,Escuela Chuou Chuoini,3160102405006,3,97,44,145,0,20,309,310,
ACTA-3160102405007,Cochabamba,Tiraque,Tiraque,Escuela Chuou Chuoini,3160102405007,11,190,60,177,2,2,442,455,
ACTA-3160102405008,Cochabamba,Tiraque,Tiraque,Escuela Chuou Chuoini,3160102405008,0,0,2,17,0,1,20,22,
ACTA-3160102405009,Cochabamba,Tiraque,Tiraque,Escuela Chuou Chuoini,3160102405009,3,77,89,193,24,9,395,404,
ACTA-3160102405010,Cochabamba,Tiraque,Tiraque,Escuela Chuou Chuoini,3160102405010,20,135,5,257,12,46,475,485,
ACTA-3160102405011,Cochabamba,Tiraque,Tiraque,Escuela Chuou Chuoini,3160102405011,8,239,123,174,57,109,710,890,
ACTA-3160102405012,Cochabamba,Tiraque,Tiraque,Escuela Chuou Chuoini,3160102405012,3,88,74,186,45,63,459,553,
ACTA-3160102417001,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417001,12,112,48,320,42,87,621,634,
ACTA-3160102417002,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417002,7,128,79,186,38,82,520,529,
ACTA-3160102417003,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417003,12,88,58,226,47,19,450,501,
ACTA-3160102417004,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417004,3,259,104,166,69,58,659,767,
ACTA-3160102417005,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417005,17,185,78,82,11,7,380,382,
ACTA-3160102417006,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417006,4,11,62,278,22,36,413,487,
ACTA-3160102417007,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417007,6,125,84,167,35,84,501,577,
ACTA-3160102417008,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417008,7,127,7,142,42,36,361,427,
ACTA-3160102417009,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417009,8,284,112,205,63,118,790,820,
ACTA-3160102417010,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417010,0,29,13,33,1,13,89,93,
ACTA-3160102417011,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417011,0,0,1,12,0,0,13,13,
ACTA-3160102417012,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417012,0,12,7,26,5,7,57,59,
ACTA-3160102417013,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417013,6,49,49,168,6,1,279,299,
ACTA-3160102417014,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417014,23,140,110,292,7,75,647,827,
ACTA-3160102417015,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417015,23,123,93,372,8,89,708,738,
ACTA-3160102417016,Cochabamba,Tiraque,Tiraque,U.E. Serrano,3160102417016,2,23,8,17,5,9,64,77,
ACTA-3160202433001,Cochabamba,Tiraque,Shinahota,Unidad Educativa El Sausalito,3160202433001,24,182,99,270,55,9,639,736,
ACTA-3160202433002,Cochabamba,Tiraque,Shinahota,Unidad Educativa El Sausalito,3160202433002,30,28,74,547,57,5,741,913,
ACTA-3160202433003,Cochabamba,Tiraque,Shinahota,Unidad Educativa El Sausalito,3160202433003,6,116,69,170,2,17,380,447,
ACTA-3160202433004,Cochabamba,Tiraque,Shinahota,Unidad Educativa El Sausalito,3160202433004,11,11,53,485,37,30,627,760,
ACTA-3160202433005,Cochabamba,Tiraque,Shinahota,Unidad Educativa El Sausalito,3160202433005,13,45,69,151,6,25,309,313,
ACTA-3160202433006,Cochabamba,Tiraque,Shinahota,Unidad Educativa El Sausalito,3160202433006,8,142,34,159,17,36,396,408,
ACTA-3160202433007,Cochabamba,Tiraque,Shinahota,Unidad Educativa El Sausalito,3160202433007,14,121,24,256,9,54,478,548,
ACTA-3160202433008,Cochabamba,Tiraque,Shinahota,Unidad Educativa El Sausalito,3160202433008,6,171,52,401,13,23,666,667,
ACTA-3160202433009,Cochabamba,Tiraque,Shinahota,Unidad Educativa El Sausalito,3160202433009,5,49,57,358,29,64,562,627,
ACTA-3160202433010,Cochabamba,Tiraque,Shinahota,Unidad Educativa El Sausalito,3160202433010,5,31,90,506,90,58,780,921,
ACTA-3160202443001,Cochabamba,Tiraque,Shinahota,Centro Internado Misicuni,3160202443001,0,56,47,95,5,25,228,284,
ACTA-3160202443002,Cochabamba,Tiraque,Shinahota,Centro Internado Misicuni,3160202443002,8,235,18,335,54,1,651,794,
ACTA-3160202443003,Cochabamba,Tiraque,Shinahota,Centro Internado Misicuni,3160202443003,0,5,23,142,0,5,175,216,
ACTA-3160202443004,Cochabamba,Tiraque,Shinahota,Centro Internado Misicuni,3160202443004,0,2,3,11,0,2,18,18,
ACTA-3160202443005,Cochabamba,Tiraque,Shinahota,Centro Internado Misicuni,3160202443005,0,12,7,44,6,9,78,86,
ACTA-3160202443006,Cochabamba,Tiraque,Shinahota,Centro Internado Misicuni,3160202443006,30,15,87,734,36,12,914,949,
ACTA-3160202443007,Cochabamba,Tiraque,Shinahota,Centro Internado Misicuni,3160202443007,0,8,0,21,0,0,29,31,
ACTA-3160202443008,Cochabamba,Tiraque,Shinahota,Centro Internado Misicuni,3160202443008,3,15,51,401,46,47,563,717,
ACTA-3160202443009,Cochabamba,Tiraque,Shinahota,Centro Internado Misicuni,3160202443009,3,116,14,155,13,8,309,323,
ACTA-3160202443010,Cochabamba,Tiraque,Shinahota,Centro Internado Misicuni,3160202443010,10,102,37,80,14,33,276,285,
ACTA-3160202443011,Cochabamba,Tiraque,Shinahota,Centro Internado Misicuni,3160202443011,4,223,59,235,77,88,686,850,
ACTA-4010102454001,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454001,51,104,44,288,4,4,495,585,
ACTA-4010102454002,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454002,11,15,16,76,1,1,120,145,
ACTA-4010102454003,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454003,4,11,11,33,2,10,71,83,
ACTA-4010102454004,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454004,70,130,188,137,5,2,532,549,
ACTA-4010102454005,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454005,62,75,151,148,25,99,560,708,
ACTA-4010102454006,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454006,22,119,236,419,67,35,898,945,
ACTA-4010102454007,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454007,29,46,54,393,27,61,610,618,
ACTA-4010102454008,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454008,36,116,93,448,14,18,725,726,
ACTA-4010102454009,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454009,51,93,193,311,73,50,771,951,
ACTA-4010102454010,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454010,68,3,145,242,41,47,546,556,
ACTA-4010102454011,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454011,33,115,91,414,4,135,792,947,
ACTA-4010102454012,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454012,7,49,5,175,0,43,279,318,
ACTA-4010102454013,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454013,19,123,23,474,45,91,775,851,
ACTA-4010102454014,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454014,4,70,135,189,2,85,485,539,
ACTA-4010102454015,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454015,4,11,6,108,8,2,139,162,
ACTA-4010102454016,Oruro,Cercado,Oruro,Unidad Educativa Ramadas,4010102454016,4,3,2,26,0,0,35,39,
ACTA-4010102470001,Oruro,Cercado,Oruro,U.E. Tocnico Humanostico San Rafael,4010102470001,11,66,5,430,42,47,601,724,
ACTA-4010102470002,Oruro,Cercado,Oruro,U.E. Tocnico Humanostico San Rafael,4010102470002,74,7,200,298,44,42,665,734,
ACTA-4010102470003,Oruro,Cercado,Oruro,U.E. Tocnico Humanostico San Rafael,4010102470003,4,25,21,318,9,59,436,552,
ACTA-4010102470004,Oruro,Cercado,Oruro,U.E. Tocnico Humanostico San Rafael,4010102470004,13,17,36,36,0,5,107,108,
ACTA-4010102470005,Oruro,Cercado,Oruro,U.E. Tocnico Humanostico San Rafael,4010102470005,10,57,1,549,34,31,682,782,Papeletas no autorizadas: Cómputo de votos realizados en papeletas que no cuentan con las medidas de seguridad o el diseño oficial del OEP.
ACTA-4010102470006,Oruro,Cercado,Oruro,U.E. Tocnico Humanostico San Rafael,4010102470006,4,10,46,428,4,10,502,564,
